Type,Nom de fonction racine,Nom de la fonction,Échantillons inclusifs,Échantillons exclusifs,% d'échantillons inclusifs,% d'échantillons exclusifs,
"Root","[clr.dll]","[clr.dll]",461,455,"10,21","10,08",
"Caller","[clr.dll]","EssaiJobImp.BonLivraison.lectureBL",42,41,"0,93","0,91",
"Caller","[clr.dll]","EssaiJobImp.Form1.s_myTimer_Tick",1,1,"0,02","0,02",
"Caller","[clr.dll]","EssaiJobImp.Form1.s_myTimer_Tick3",1,1,"0,02","0,02",
"Caller","[clr.dll]","EssaiJobImp.Form1.s_myTimer_Tick6",10,10,"0,22","0,22",
"Caller","[clr.dll]","EssaiJobImp.Form1.Timer1_Click",2,2,"0,04","0,04",
"Caller","[clr.dll]","EssaiJobImp.Imprimante.lectureSpooler",10,10,"0,22","0,22",
"Caller","[clr.dll]","EssaiJobImp.ParseurBL.miseEnForm",46,25,"1,02","0,55",
"Caller","[clr.dll]","iTextSharp.text.Chunk..cctor",2,2,"0,04","0,04",
"Caller","[clr.dll]","iTextSharp.text.Document.AddDocListener",1,1,"0,02","0,02",
"Caller","[clr.dll]","iTextSharp.text.Document.AddProducer",11,11,"0,24","0,24",
"Caller","[clr.dll]","iTextSharp.text.Document.Close",1,1,"0,02","0,02",
"Caller","[clr.dll]","iTextSharp.text.Document.Open",2,2,"0,04","0,04",
"Caller","[clr.dll]","iTextSharp.text.FontFactory..cctor",2,2,"0,04","0,04",
"Caller","[clr.dll]","iTextSharp.text.FontFactoryImp.GetFont",2,2,"0,04","0,04",
"Caller","[clr.dll]","iTextSharp.text.FontFactoryImp.GetFont",1,1,"0,02","0,02",
"Caller","[clr.dll]","iTextSharp.text.Image.GetInstance",9,9,"0,20","0,20",
"Caller","[clr.dll]","iTextSharp.text.Image.GetInstance",5,5,"0,11","0,11",
"Caller","[clr.dll]","iTextSharp.text.Image.GetMatrix",1,1,"0,02","0,02",
"Caller","[clr.dll]","iTextSharp.text.Jpeg.ProcessParameters",2,2,"0,04","0,04",
"Caller","[clr.dll]","iTextSharp.text.Paragraph.Add",1,1,"0,02","0,02",
"Caller","[clr.dll]","iTextSharp.text.pdf.BaseFont.CreateEncoding",7,3,"0,16","0,07",
"Caller","[clr.dll]","iTextSharp.text.pdf.BaseFont.CreateFont",2,2,"0,04","0,04",
"Caller","[clr.dll]","iTextSharp.text.pdf.BaseFont.CreateFont",3,3,"0,07","0,07",
"Caller","[clr.dll]","iTextSharp.text.pdf.BaseFont.GetWidth",1,1,"0,02","0,02",
"Caller","[clr.dll]","iTextSharp.text.pdf.BaseFont.NormalizeEncoding",7,7,"0,16","0,16",
"Caller","[clr.dll]","iTextSharp.text.pdf.BidiLine.CreateArrayOfPdfChunks",1,1,"0,02","0,02",
"Caller","[clr.dll]","iTextSharp.text.pdf.BidiLine.GetParagraph",1,1,"0,02","0,02",
"Caller","[clr.dll]","iTextSharp.text.pdf.BidiLine.ProcessLine",4,4,"0,09","0,09",
"Caller","[clr.dll]","iTextSharp.text.pdf.ByteBuffer.Append",1,1,"0,02","0,02",
"Caller","[clr.dll]","iTextSharp.text.pdf.ByteBuffer.Append",5,5,"0,11","0,11",
"Caller","[clr.dll]","iTextSharp.text.pdf.codec.PngImage.DecodePass",2,2,"0,04","0,04",
"Caller","[clr.dll]","iTextSharp.text.pdf.codec.PngImage.GetImage",4,4,"0,09","0,09",
"Caller","[clr.dll]","iTextSharp.text.pdf.codec.PngImage.GetImage",8,8,"0,18","0,18",
"Caller","[clr.dll]","iTextSharp.text.pdf.codec.PngImage.GetPixel",5,5,"0,11","0,11",
"Caller","[clr.dll]","iTextSharp.text.pdf.codec.PngImage.ProcessPixels",1,1,"0,02","0,02",
"Caller","[clr.dll]","iTextSharp.text.pdf.codec.PngImage.ReadPng",1,1,"0,02","0,02",
"Caller","[clr.dll]","iTextSharp.text.pdf.ColumnText.AddWaitingPhrase",3,3,"0,07","0,07",
"Caller","[clr.dll]","iTextSharp.text.pdf.ColumnText.Go",2,2,"0,04","0,04",
"Caller","[clr.dll]","iTextSharp.text.pdf.ColumnText.Go",19,19,"0,42","0,42",
"Caller","[clr.dll]","iTextSharp.text.pdf.ColumnText.GoComposite",5,5,"0,11","0,11",
"Caller","[clr.dll]","iTextSharp.text.pdf.ColumnText.SetACopy",1,1,"0,02","0,02",
"Caller","[clr.dll]","iTextSharp.text.pdf.FontDetails.ConvertToBytes",1,1,"0,02","0,02",
"Caller","[clr.dll]","iTextSharp.text.pdf.GlyphList..cctor",1,1,"0,02","0,02",
"Caller","[clr.dll]","iTextSharp.text.pdf.intern.PdfAnnotationsImp..ctor",1,1,"0,02","0,02",
"Caller","[clr.dll]","iTextSharp.text.pdf.intern.PdfAnnotationsImp.HasValidAcroForm",1,1,"0,02","0,02",
"Caller","[clr.dll]","iTextSharp.text.pdf.intern.PdfVersionImp.GetVersionAsByteArray",2,1,"0,04","0,02",
"Caller","[clr.dll]","iTextSharp.text.pdf.intern.PdfViewerPreferencesImp.AddToCatalog",1,1,"0,02","0,02",
"Caller","[clr.dll]","iTextSharp.text.pdf.PageResources.AddXObject",1,1,"0,02","0,02",
"Caller","[clr.dll]","iTextSharp.text.pdf.PdfChunk..ctor",2,2,"0,04","0,04",
"Caller","[clr.dll]","iTextSharp.text.pdf.PdfChunk..ctor",1,1,"0,02","0,02",
"Caller","[clr.dll]","iTextSharp.text.pdf.PdfContentByte..ctor",1,1,"0,02","0,02",
"Caller","[clr.dll]","iTextSharp.text.pdf.PdfContentByte.AddImage",6,6,"0,13","0,13",
"Caller","[clr.dll]","iTextSharp.text.pdf.PdfContentByte.AddImage",1,1,"0,02","0,02",
"Caller","[clr.dll]","iTextSharp.text.pdf.PdfContentByte.AddImage",2,2,"0,04","0,04",
"Caller","[clr.dll]","iTextSharp.text.pdf.PdfContentByte.BeginText",1,1,"0,02","0,02",
"Caller","[clr.dll]","iTextSharp.text.pdf.PdfContentByte.BeginText",1,1,"0,02","0,02",
"Caller","[clr.dll]","iTextSharp.text.pdf.PdfContentByte.Rectangle",2,2,"0,04","0,04",
"Caller","[clr.dll]","iTextSharp.text.pdf.PdfContentByte.Reset",1,1,"0,02","0,02",
"Caller","[clr.dll]","iTextSharp.text.pdf.PdfContentByte.SanityCheck",1,1,"0,02","0,02",
"Caller","[clr.dll]","iTextSharp.text.pdf.PdfContentByte.SetFontAndSize",1,1,"0,02","0,02",
"Caller","[clr.dll]","iTextSharp.text.pdf.PdfContentByte.SetTextMatrix",1,1,"0,02","0,02",
"Caller","[clr.dll]","iTextSharp.text.pdf.PdfContentByte.ShowText2",1,1,"0,02","0,02",
"Caller","[clr.dll]","iTextSharp.text.pdf.PdfContentByte+GraphicState..ctor",1,1,"0,02","0,02",
"Caller","[clr.dll]","iTextSharp.text.pdf.PdfDictionary.ToPdf",1,1,"0,02","0,02",
"Caller","[clr.dll]","iTextSharp.text.pdf.PdfDocument..ctor",3,3,"0,07","0,07",
"Caller","[clr.dll]","iTextSharp.text.pdf.PdfDocument.Add",9,9,"0,20","0,20",
"Caller","[clr.dll]","iTextSharp.text.pdf.PdfDocument.CarriageReturn",1,1,"0,02","0,02",
"Caller","[clr.dll]","iTextSharp.text.pdf.PdfDocument.Close",4,4,"0,09","0,09",
"Caller","[clr.dll]","iTextSharp.text.pdf.PdfDocument.GetCatalog",1,1,"0,02","0,02",
"Caller","[clr.dll]","iTextSharp.text.pdf.PdfDocument.InitPage",4,4,"0,09","0,09",
"Caller","[clr.dll]","iTextSharp.text.pdf.PdfDocument.NewPage",5,5,"0,11","0,11",
"Caller","[clr.dll]","iTextSharp.text.pdf.PdfDocument.Open",3,3,"0,07","0,07",
"Caller","[clr.dll]","iTextSharp.text.pdf.PdfDocument.PushLeading",1,1,"0,02","0,02",
"Caller","[clr.dll]","iTextSharp.text.pdf.PdfDocument.SetNewPageSizeAndMargins",1,1,"0,02","0,02",
"Caller","[clr.dll]","iTextSharp.text.pdf.PdfDocument.WriteLineToContent",4,4,"0,09","0,09",
"Caller","[clr.dll]","iTextSharp.text.pdf.PdfDocument+PdfInfo.AddProducer",3,3,"0,07","0,07",
"Caller","[clr.dll]","iTextSharp.text.pdf.PdfEncodings..cctor",2,2,"0,04","0,04",
"Caller","[clr.dll]","iTextSharp.text.pdf.PdfEncryption.CreateDocumentId",1,1,"0,02","0,02",
"Caller","[clr.dll]","iTextSharp.text.pdf.PdfImage..ctor",4,4,"0,09","0,09",
"Caller","[clr.dll]","iTextSharp.text.pdf.PdfIndirectObject.WriteTo",3,3,"0,07","0,07",
"Caller","[clr.dll]","iTextSharp.text.pdf.PdfLine.Add",3,3,"0,07","0,07",
"Caller","[clr.dll]","iTextSharp.text.pdf.PdfName..cctor",2,2,"0,04","0,04",
"Caller","[clr.dll]","iTextSharp.text.pdf.PdfName..ctor",2,2,"0,04","0,04",
"Caller","[clr.dll]","iTextSharp.text.pdf.PdfName.EncodeName",1,1,"0,02","0,02",
"Caller","[clr.dll]","iTextSharp.text.pdf.PdfNumber..ctor",1,1,"0,02","0,02",
"Caller","[clr.dll]","iTextSharp.text.pdf.PdfObject.set_Content",2,2,"0,04","0,04",
"Caller","[clr.dll]","iTextSharp.text.pdf.PdfObject.ToString",12,9,"0,27","0,20",
"Caller","[clr.dll]","iTextSharp.text.pdf.PdfPCell..ctor",1,1,"0,02","0,02",
"Caller","[clr.dll]","iTextSharp.text.pdf.PdfPCell..ctor",1,1,"0,02","0,02",
"Caller","[clr.dll]","iTextSharp.text.pdf.PdfPCell..ctor",3,1,"0,07","0,02",
"Caller","[clr.dll]","iTextSharp.text.pdf.PdfPCell.GetMaxHeight",2,2,"0,04","0,04",
"Caller","[clr.dll]","iTextSharp.text.pdf.PdfPCell.set_RunDirection",1,1,"0,02","0,02",
"Caller","[clr.dll]","iTextSharp.text.pdf.PdfPRow.CalculateHeights",1,1,"0,02","0,02",
"Caller","[clr.dll]","iTextSharp.text.pdf.PdfPRow.WriteCells",1,1,"0,02","0,02",
"Caller","[clr.dll]","iTextSharp.text.pdf.PdfPTable..ctor",2,2,"0,04","0,04",
"Caller","[clr.dll]","iTextSharp.text.pdf.PdfPTable..ctor",2,2,"0,04","0,04",
"Caller","[clr.dll]","iTextSharp.text.pdf.PdfPTable.AddCell",2,2,"0,04","0,04",
"Caller","[clr.dll]","iTextSharp.text.pdf.PdfPTable.EndWritingRows",2,2,"0,04","0,04",
"Caller","[clr.dll]","iTextSharp.text.pdf.PdfPTable.GetFittingRows",1,1,"0,02","0,02",
"Caller","[clr.dll]","iTextSharp.text.pdf.PdfPTable.RowSpanAbove",1,1,"0,02","0,02",
"Caller","[clr.dll]","iTextSharp.text.pdf.PdfPTable.WriteSelectedRows",3,3,"0,07","0,07",
"Caller","[clr.dll]","iTextSharp.text.pdf.PdfPTable.WriteSelectedRows",2,2,"0,04","0,04",
"Caller","[clr.dll]","iTextSharp.text.pdf.PdfStream.FlateCompress",1,1,"0,02","0,02",
"Caller","[clr.dll]","iTextSharp.text.pdf.PdfStream.SuperToPdf",1,1,"0,02","0,02",
"Caller","[clr.dll]","iTextSharp.text.pdf.PdfWriter..cctor",1,1,"0,02","0,02",
"Caller","[clr.dll]","iTextSharp.text.pdf.PdfWriter..ctor",3,3,"0,07","0,07",
"Caller","[clr.dll]","iTextSharp.text.pdf.PdfWriter.Add",2,2,"0,04","0,04",
"Caller","[clr.dll]","iTextSharp.text.pdf.PdfWriter.AddDirectImageSimple",8,6,"0,18","0,13",
"Caller","[clr.dll]","iTextSharp.text.pdf.PdfWriter.AddDirectImageSimple",3,3,"0,07","0,07",
"Caller","[clr.dll]","iTextSharp.text.pdf.PdfWriter.AddSharedObjectsToBody",1,1,"0,02","0,02",
"Caller","[clr.dll]","iTextSharp.text.pdf.PdfWriter.AddToBody",1,1,"0,02","0,02",
"Caller","[clr.dll]","iTextSharp.text.pdf.PdfWriter.CheckPdfIsoConformance",5,5,"0,11","0,11",
"Caller","[clr.dll]","iTextSharp.text.pdf.PdfWriter.Close",12,12,"0,27","0,27",
"Caller","[clr.dll]","iTextSharp.text.pdf.PdfWriter.get_CurrentPage",1,1,"0,02","0,02",
"Caller","[clr.dll]","iTextSharp.text.pdf.PdfWriter.GetInstance",16,16,"0,35","0,35",
"Caller","[clr.dll]","iTextSharp.text.pdf.PdfWriter.Open",2,2,"0,04","0,04",
"Caller","[clr.dll]","iTextSharp.text.pdf.PdfWriter+PdfBody..ctor",1,1,"0,02","0,02",
"Caller","[clr.dll]","iTextSharp.text.pdf.PdfWriter+PdfBody.Write",1,1,"0,02","0,02",
"Caller","[clr.dll]","iTextSharp.text.pdf.PdfWriter+PdfBody.WriteCrossReferenceTable",1,1,"0,02","0,02",
"Caller","[clr.dll]","iTextSharp.text.pdf.security.DigestAlgorithms.Digest",7,6,"0,16","0,13",
"Caller","[clr.dll]","iTextSharp.text.pdf.security.DigestAlgorithms.Digest",1,1,"0,02","0,02",
"Caller","[clr.dll]","iTextSharp.text.pdf.Type1Font..ctor",5,5,"0,11","0,11",
"Caller","[clr.dll]","iTextSharp.text.pdf.Type1Font.Process",5,5,"0,11","0,11",
"Caller","[clr.dll]","iTextSharp.text.pdf.Type1Font.WriteFont",4,4,"0,09","0,09",
"Caller","[clr.dll]","iTextSharp.text.Phrase.Add",1,1,"0,02","0,02",
"Caller","[clr.dll]","iTextSharp.text.RectangleReadOnly..ctor",1,1,"0,02","0,02",
"Caller","[clr.dll]","Org.BouncyCastle.Crypto.Digests.GeneralDigest.Finish",2,2,"0,04","0,04",
"Caller","[clr.dll]","Org.BouncyCastle.Crypto.Digests.MD5Digest..ctor",1,1,"0,02","0,02",
"Caller","[clr.dll]","Org.BouncyCastle.Security.DigestUtilities..cctor",1,1,"0,02","0,02",
"Caller","[clr.dll]","System.util.collections.OrderedTree..ctor",1,1,"0,02","0,02",
"Caller","[clr.dll]","System.util.collections.OrderedTree.Delete",1,1,"0,02","0,02",
"Caller","[clr.dll]","System.util.collections.OrderedTree.set_Item",2,2,"0,04","0,04",
"Caller","[clr.dll]","System.util.collections.OrderedTreeEnumerator.MoveNext",1,1,"0,02","0,02",
"Caller","[clr.dll]","System.util.zlib.Deflate._tr_flush_block",3,3,"0,07","0,07",
"Caller","[clr.dll]","System.util.zlib.Deflate.deflate",2,2,"0,04","0,04",
"Caller","[clr.dll]","System.util.zlib.Deflate.deflate_slow",2,2,"0,04","0,04",
"Caller","[clr.dll]","System.util.zlib.Deflate.deflateReset",1,1,"0,02","0,02",
"Caller","[clr.dll]","System.util.zlib.Deflate.flush_block_only",1,1,"0,02","0,02",
"Caller","[clr.dll]","System.util.zlib.InfBlocks.proc",4,4,"0,09","0,09",
"Caller","[clr.dll]","System.util.zlib.InfBlocks.reset",1,1,"0,02","0,02",
"Caller","[clr.dll]","System.util.zlib.InfCodes.proc",2,2,"0,04","0,04",
"Caller","[clr.dll]","System.util.zlib.Inflate.inflate",5,5,"0,11","0,11",
"Caller","[clr.dll]","System.util.zlib.InfTree.inflate_trees_bits",3,3,"0,07","0,07",
"Caller","[clr.dll]","System.util.zlib.Tree.build_tree",1,1,"0,02","0,02",
"Caller","[clr.dll]","System.util.zlib.Tree.gen_codes",1,1,"0,02","0,02",
"Caller","[clr.dll]","System.util.zlib.ZDeflaterOutputStream..ctor",1,1,"0,02","0,02",
"Caller","[clr.dll]","System.util.zlib.ZDeflaterOutputStream.Write",1,1,"0,02","0,02",
"Caller","[clr.dll]","System.util.zlib.ZInflaterInputStream.Read",2,2,"0,04","0,04",
"Caller","[clr.dll]","System.util.zlib.ZInflaterInputStream.ReadByte",1,1,"0,02","0,02",
"Caller","[clr.dll]","System.util.zlib.ZStream.deflateInit",1,1,"0,02","0,02",
"Caller","[clr.dll]","System.util.zlib.ZStream.inflateInit",1,1,"0,02","0,02",
"Callee","[clr.dll]","iTextSharp.text.Chunk..cctor",2,0,"0,04","0,00",
"Callee","[clr.dll]","iTextSharp.text.FontFactory..cctor",2,0,"0,04","0,00",
"Callee","[clr.dll]","iTextSharp.text.pdf.GlyphList..cctor",4,0,"0,09","0,00",
"Callee","[clr.dll]","iTextSharp.text.pdf.PdfBoolean..cctor",2,0,"0,04","0,00",
"Callee","[clr.dll]","iTextSharp.text.pdf.PdfEncodings..cctor",3,0,"0,07","0,00",
"Callee","[clr.dll]","iTextSharp.text.pdf.PdfName..cctor",3,0,"0,07","0,00",
"Callee","[clr.dll]","iTextSharp.text.pdf.PdfName..ctor",4,0,"0,09","0,00",
"Callee","[clr.dll]","iTextSharp.text.pdf.PdfObject.ToString",12,0,"0,27","0,00",
"Callee","[clr.dll]","iTextSharp.text.pdf.PdfWriter..cctor",1,0,"0,02","0,00",
"Callee","[clr.dll]","iTextSharp.text.RectangleReadOnly..ctor",1,0,"0,02","0,00",
"Callee","[clr.dll]","Org.BouncyCastle.Security.DigestUtilities..cctor",1,0,"0,02","0,00",
"Root","[mscorlib.ni.dll]","[mscorlib.ni.dll]",165,165,"3,65","3,65",
"Caller","[mscorlib.ni.dll]","EssaiJobImp.BonLivraison.lectureBL",1,1,"0,02","0,02",
"Caller","[mscorlib.ni.dll]","EssaiJobImp.Form1.s_myTimer_Tick",2,2,"0,04","0,04",
"Caller","[mscorlib.ni.dll]","EssaiJobImp.Form1.Timer1_Click",1,1,"0,02","0,02",
"Caller","[mscorlib.ni.dll]","EssaiJobImp.Imprimante.lectureSpooler",134,134,"2,97","2,97",
"Caller","[mscorlib.ni.dll]","iTextSharp.text.Document.AddCreationDate",1,1,"0,02","0,02",
"Caller","[mscorlib.ni.dll]","iTextSharp.text.Jpeg.ProcessParameters",1,1,"0,02","0,02",
"Caller","[mscorlib.ni.dll]","iTextSharp.text.pdf.BaseFont.CreateFont",1,1,"0,02","0,02",
"Caller","[mscorlib.ni.dll]","iTextSharp.text.pdf.BidiLine.CreateArrayOfPdfChunks",1,1,"0,02","0,02",
"Caller","[mscorlib.ni.dll]","iTextSharp.text.pdf.ColumnText.Go",1,1,"0,02","0,02",
"Caller","[mscorlib.ni.dll]","iTextSharp.text.pdf.PdfDictionary.Put",1,1,"0,02","0,02",
"Caller","[mscorlib.ni.dll]","iTextSharp.text.pdf.PdfEncodings.AddExtraEncoding",1,1,"0,02","0,02",
"Caller","[mscorlib.ni.dll]","iTextSharp.text.pdf.PdfEncodings.ConvertToString",1,1,"0,02","0,02",
"Caller","[mscorlib.ni.dll]","iTextSharp.text.pdf.PdfName..cctor",1,1,"0,02","0,02",
"Caller","[mscorlib.ni.dll]","iTextSharp.text.pdf.PdfName.EncodeName",1,1,"0,02","0,02",
"Caller","[mscorlib.ni.dll]","iTextSharp.text.pdf.PdfWriter.GetInstance",1,1,"0,02","0,02",
"Caller","[mscorlib.ni.dll]","iTextSharp.text.pdf.Type1Font..ctor",2,2,"0,04","0,04",
"Caller","[mscorlib.ni.dll]","iTextSharp.text.pdf.Type1Font.GetRawWidth",1,1,"0,02","0,02",
"Caller","[mscorlib.ni.dll]","iTextSharp.text.pdf.Type1Font.Process",4,4,"0,09","0,09",
"Caller","[mscorlib.ni.dll]","iTextSharp.text.Version.GetInstance",1,1,"0,02","0,02",
"Caller","[mscorlib.ni.dll]","iTextSharp.text.xml.simpleparser.IanaEncodings.GetEncodingNumber",1,1,"0,02","0,02",
"Caller","[mscorlib.ni.dll]","System.util.StringTokenizer.NextToken",7,7,"0,16","0,16",
"Root","[ntdll.dll]","[ntdll.dll]",5,5,"0,11","0,11",
"Caller","[ntdll.dll]","iTextSharp.text.pdf.PdfDocument+PdfInfo.AddProducer",5,5,"0,11","0,11",
"Root","[System.ni.dll]","[System.ni.dll]",9,9,"0,20","0,20",
"Caller","[System.ni.dll]","EssaiJobImp.Imprimante.lectureSpooler",2,2,"0,04","0,04",
"Caller","[System.ni.dll]","EssaiJobImp.ParseurBL.miseEnForm",4,4,"0,09","0,09",
"Caller","[System.ni.dll]","iTextSharp.text.Image.GetInstance",2,2,"0,04","0,04",
"Caller","[System.ni.dll]","iTextSharp.text.pdf.PdfImage..ctor",1,1,"0,02","0,02",
"Root","[System.Printing.ni.dll]","[System.Printing.ni.dll]",2 815,2 815,"62,33","62,33",
"Caller","[System.Printing.ni.dll]","EssaiJobImp.Imprimante.lectureSpooler",2 815,2 815,"62,33","62,33",
"Root","[System.Windows.Forms.ni.dll]","[System.Windows.Forms.ni.dll]",4 516,1 031,"100,00","22,83",
"Caller","[System.Windows.Forms.ni.dll]","EssaiJobImp.Form1.s_myTimer_Tick",8,8,"0,18","0,18",
"Caller","[System.Windows.Forms.ni.dll]","EssaiJobImp.Form1.s_myTimer_Tick2",6,6,"0,13","0,13",
"Caller","[System.Windows.Forms.ni.dll]","EssaiJobImp.Form1.s_myTimer_Tick3",15,15,"0,33","0,33",
"Caller","[System.Windows.Forms.ni.dll]","EssaiJobImp.Form1.s_myTimer_Tick4",16,16,"0,35","0,35",
"Caller","[System.Windows.Forms.ni.dll]","EssaiJobImp.Form1.s_myTimer_Tick5",4,4,"0,09","0,09",
"Caller","[System.Windows.Forms.ni.dll]","EssaiJobImp.Form1.s_myTimer_Tick6",6,6,"0,13","0,13",
"Caller","[System.Windows.Forms.ni.dll]","EssaiJobImp.Form1.Timer1_Click",1,1,"0,02","0,02",
"Caller","[System.Windows.Forms.ni.dll]","EssaiJobImp.Program.Main",4 516,975,"100,00","21,59",
"Callee","[System.Windows.Forms.ni.dll]","EssaiJobImp.Form1.s_myTimer_Tick",487,2,"10,78","0,04",
"Callee","[System.Windows.Forms.ni.dll]","EssaiJobImp.Form1.s_myTimer_Tick2",546,0,"12,09","0,00",
"Callee","[System.Windows.Forms.ni.dll]","EssaiJobImp.Form1.s_myTimer_Tick3",509,0,"11,27","0,00",
"Callee","[System.Windows.Forms.ni.dll]","EssaiJobImp.Form1.s_myTimer_Tick4",503,0,"11,14","0,00",
"Callee","[System.Windows.Forms.ni.dll]","EssaiJobImp.Form1.s_myTimer_Tick5",474,1,"10,50","0,02",
"Callee","[System.Windows.Forms.ni.dll]","EssaiJobImp.Form1.s_myTimer_Tick6",1 018,0,"22,54","0,00",
"Callee","[System.Windows.Forms.ni.dll]","EssaiJobImp.Form1.Timer1_Click",4,0,"0,09","0,00",
"Root","[System.Xml.ni.dll]","[System.Xml.ni.dll]",8,8,"0,18","0,18",
"Caller","[System.Xml.ni.dll]","EssaiJobImp.BonLivraison.chargementXML",1,1,"0,02","0,02",
"Caller","[System.Xml.ni.dll]","EssaiJobImp.BonLivraison.lectureBL",7,7,"0,16","0,16",
"Root","[WindowsBase.ni.dll]","[WindowsBase.ni.dll]",1,1,"0,02","0,02",
"Caller","[WindowsBase.ni.dll]","EssaiJobImp.Imprimante.lectureSpooler",1,1,"0,02","0,02",
"Root","EssaiJobImp.BonLivraison.chargementXML","EssaiJobImp.BonLivraison.chargementXML",1,0,"0,02","0,00",
"Caller","EssaiJobImp.BonLivraison.chargementXML","EssaiJobImp.BonLivraison.lectureBL",1,0,"0,02","0,00",
"Callee","EssaiJobImp.BonLivraison.chargementXML","[System.Xml.ni.dll]",1,1,"0,02","0,02",
"Root","EssaiJobImp.BonLivraison.lectureBL","EssaiJobImp.BonLivraison.lectureBL",502,0,"11,12","0,00",
"Caller","EssaiJobImp.BonLivraison.lectureBL","EssaiJobImp.Imprimante.lectureSpooler",502,0,"11,12","0,00",
"Callee","EssaiJobImp.BonLivraison.lectureBL","[clr.dll]",42,41,"0,93","0,91",
"Callee","EssaiJobImp.BonLivraison.lectureBL","[mscorlib.ni.dll]",1,1,"0,02","0,02",
"Callee","EssaiJobImp.BonLivraison.lectureBL","[System.Xml.ni.dll]",7,7,"0,16","0,16",
"Callee","EssaiJobImp.BonLivraison.lectureBL","EssaiJobImp.BonLivraison.chargementXML",1,0,"0,02","0,00",
"Callee","EssaiJobImp.BonLivraison.lectureBL","EssaiJobImp.ParseurBL.miseEnForm",383,0,"8,48","0,00",
"Callee","EssaiJobImp.BonLivraison.lectureBL","iTextSharp.text.Image.GetInstance",68,0,"1,51","0,00",
"Root","EssaiJobImp.Form1.s_myTimer_Tick","EssaiJobImp.Form1.s_myTimer_Tick",487,2,"10,78","0,04",
"Caller","EssaiJobImp.Form1.s_myTimer_Tick","[System.Windows.Forms.ni.dll]",487,2,"10,78","0,04",
"Callee","EssaiJobImp.Form1.s_myTimer_Tick","[clr.dll]",1,1,"0,02","0,02",
"Callee","EssaiJobImp.Form1.s_myTimer_Tick","[mscorlib.ni.dll]",2,2,"0,04","0,04",
"Callee","EssaiJobImp.Form1.s_myTimer_Tick","[System.Windows.Forms.ni.dll]",8,8,"0,18","0,18",
"Callee","EssaiJobImp.Form1.s_myTimer_Tick","EssaiJobImp.Imprimante.lectureSpooler",474,0,"10,50","0,00",
"Root","EssaiJobImp.Form1.s_myTimer_Tick2","EssaiJobImp.Form1.s_myTimer_Tick2",546,0,"12,09","0,00",
"Caller","EssaiJobImp.Form1.s_myTimer_Tick2","[System.Windows.Forms.ni.dll]",546,0,"12,09","0,00",
"Callee","EssaiJobImp.Form1.s_myTimer_Tick2","[System.Windows.Forms.ni.dll]",6,6,"0,13","0,13",
"Callee","EssaiJobImp.Form1.s_myTimer_Tick2","EssaiJobImp.Imprimante.lectureSpooler",540,0,"11,96","0,00",
"Root","EssaiJobImp.Form1.s_myTimer_Tick3","EssaiJobImp.Form1.s_myTimer_Tick3",509,0,"11,27","0,00",
"Caller","EssaiJobImp.Form1.s_myTimer_Tick3","[System.Windows.Forms.ni.dll]",509,0,"11,27","0,00",
"Callee","EssaiJobImp.Form1.s_myTimer_Tick3","[clr.dll]",1,1,"0,02","0,02",
"Callee","EssaiJobImp.Form1.s_myTimer_Tick3","[System.Windows.Forms.ni.dll]",15,15,"0,33","0,33",
"Callee","EssaiJobImp.Form1.s_myTimer_Tick3","EssaiJobImp.Imprimante.lectureSpooler",493,0,"10,92","0,00",
"Root","EssaiJobImp.Form1.s_myTimer_Tick4","EssaiJobImp.Form1.s_myTimer_Tick4",503,0,"11,14","0,00",
"Caller","EssaiJobImp.Form1.s_myTimer_Tick4","[System.Windows.Forms.ni.dll]",503,0,"11,14","0,00",
"Callee","EssaiJobImp.Form1.s_myTimer_Tick4","[System.Windows.Forms.ni.dll]",16,16,"0,35","0,35",
"Callee","EssaiJobImp.Form1.s_myTimer_Tick4","EssaiJobImp.Imprimante.lectureSpooler",487,0,"10,78","0,00",
"Root","EssaiJobImp.Form1.s_myTimer_Tick5","EssaiJobImp.Form1.s_myTimer_Tick5",474,1,"10,50","0,02",
"Caller","EssaiJobImp.Form1.s_myTimer_Tick5","[System.Windows.Forms.ni.dll]",474,1,"10,50","0,02",
"Callee","EssaiJobImp.Form1.s_myTimer_Tick5","[System.Windows.Forms.ni.dll]",4,4,"0,09","0,09",
"Callee","EssaiJobImp.Form1.s_myTimer_Tick5","EssaiJobImp.Imprimante.lectureSpooler",469,0,"10,39","0,00",
"Root","EssaiJobImp.Form1.s_myTimer_Tick6","EssaiJobImp.Form1.s_myTimer_Tick6",1 018,0,"22,54","0,00",
"Caller","EssaiJobImp.Form1.s_myTimer_Tick6","[System.Windows.Forms.ni.dll]",1 018,0,"22,54","0,00",
"Callee","EssaiJobImp.Form1.s_myTimer_Tick6","[clr.dll]",10,10,"0,22","0,22",
"Callee","EssaiJobImp.Form1.s_myTimer_Tick6","[System.Windows.Forms.ni.dll]",6,6,"0,13","0,13",
"Callee","EssaiJobImp.Form1.s_myTimer_Tick6","EssaiJobImp.Imprimante.lectureSpooler",1 002,1,"22,19","0,02",
"Root","EssaiJobImp.Form1.Timer1_Click","EssaiJobImp.Form1.Timer1_Click",4,0,"0,09","0,00",
"Caller","EssaiJobImp.Form1.Timer1_Click","[System.Windows.Forms.ni.dll]",4,0,"0,09","0,00",
